DBA,Borough,STREET,CUISINE DESCRIPTION,SCORE,GRADE,GRADE DATE,INCOME LEVEL
PAMPAS ARGENTINAS,QUEENS,METROPOLITAN AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,A,12/02/2015,medium income
EAST VILLAGE CAFE,MANHATTAN,AVENUE B,American,2.0,A,10/02/2015,medium income
COPPOLA'S,MANHATTAN,WEST   79 STREET,Italian,6.0,A,07/27/2017,high income
SOCIETY OF ILLUSTRATORS,MANHATTAN,EAST   63 STREET,American,12.0,A,03/05/2015,high income
AVRA ESTIATORIO,MANHATTAN,EAST   48 STREET,Greek,12.0,A,11/02/2016,high income
ESPERANTO RESTAURANT BAR AND JUGO,MANHATTAN,AVENUE C,Brazilian,10.0,A,02/05/2015,medium income
GREAT WALL,BRONX,EAST  170 STREET,Chinese,12.0,A,12/28/2016,low income
PIZZA ITALIA 1,BRONX,EAST  180 STREET,Pizza,5.0,A,08/07/2014,low income
ZOO BREWS-BRONX ZOO,BRONX,SOUTHERN BOULEVARD,American,9.0,A,06/01/2016,low income
LE PAIN QUOTIDIEN,MANHATTAN,BROADWAY,Sandwiches,13.0,A,10/03/2016,high income
JORA RESTAURANT AND BAR,QUEENS,11TH ST,Peruvian,13.0,A,01/30/2016,medium income
MAPLE GARDEN,QUEENS,MAIN STREET,Chinese,12.0,A,03/26/2016,low income
SHOW PALACE,QUEENS,21 STREET,American,6.0,A,01/31/2016,medium income
LILY'S CAFE RESTAURANT,BRONX,EAST  167 STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,A,04/18/2017,low income
LE PAIN QUOTIDIEN,MANHATTAN,EAST   44 STREET,Bakery,7.0,A,12/02/2016,high income
CHERRY TAVERN,MANHATTAN,EAST    6 STREET,American,19.0,B,05/19/2015,medium income
ACE BAR,MANHATTAN,EAST    5 STREET,American,12.0,A,11/03/2016,medium income
VILLA BRAZIL CAFE GRILL,QUEENS,34 AVENUE,Brazilian,11.0,A,03/18/2015,medium income
IL POSTINO,MANHATTAN,EAST   49 STREET,Italian,12.0,A,02/02/2017,high income
AGORA TAVERNA,QUEENS,AUSTIN STREET,Greek,12.0,A,07/19/2017,medium income
TWO BOOTS,MANHATTAN,AVENUE A,Pizza/Italian,11.0,A,01/07/2015,medium income
INDIE FOOD AND WINE,MANHATTAN,WEST   65 STREET,American,7.0,A,05/05/2014,high income
FRESCO,MANHATTAN,EAST   52 STREET,Italian,17.0,B,05/05/2017,high income
ATERA,MANHATTAN,WORTH STREET,American,12.0,A,09/06/2016,high income
SUBWAY,MANHATTAN,3 AVENUE,Sandwiches,2.0,A,06/03/2015,high income
FERRARA'S,MANHATTAN,GRAND STREET,Bakery,9.0,A,06/01/2015,high income
SHERWOOD TO GO,MANHATTAN,3 AVENUE,American,16.0,B,10/08/2014,high income
VIAND CAFE,MANHATTAN,BROADWAY,American,12.0,A,10/16/2014,high income
CHOP'T,MANHATTAN,EAST   56 STREET,Salads,6.0,A,05/15/2017,high income
METROPOLITAN OPERA,MANHATTAN,LINCOLN CENTER PLAZA,American,6.0,A,07/01/2014,high income
SUBWAY,QUEENS,BROADWAY,Sandwiches,10.0,A,10/31/2014,high income
PERSHING SQUARE CAFE,MANHATTAN,EAST   42 STREET,American,5.0,A,07/31/2015,high income
CELESTE,MANHATTAN,AMSTERDAM AVENUE,Italian,7.0,A,09/12/2014,high income
SUBWAY,MANHATTAN,BROADWAY,Sandwiches,5.0,A,04/26/2016,high income
STIX RESTAURANT,QUEENS,QUEENS BOULEVARD,Jewish/Kosher,7.0,A,02/05/2014,medium income
SMALL KITCHEN,QUEENS,VERNON BOULEVARD,Sandwiches/Salads/Mixed Buffet,12.0,A,08/19/2015,medium income
SUBWAY,QUEENS,BROADWAY,Sandwiches,8.0,A,06/01/2017,high income
BOBBY VAN'S STEAKHOUSE,MANHATTAN,EAST   54 STREET,Steak,12.0,A,05/04/2015,high income
CARNATION BAKERY,QUEENS,KISSENA BOULEVARD,Bakery,2.0,P,07/10/2017,low income
STARBUCKS,MANHATTAN,AVENUE OF THE AMERICAS,American,7.0,A,02/17/2016,high income
MCDONALD'S,BRONX,WESTCHESTER AVENUE,Hamburgers,15.0,B,04/26/2016,low income
STARBUCKS,MANHATTAN,LEXINGTON AVENUE,CafÃ©/Coffee/Tea,5.0,A,03/03/2015,high income
LE PAIN QUOTIDIEN,MANHATTAN,2 AVENUE,French,10.0,A,06/21/2017,high income
COPPOLA'S,MANHATTAN,WEST   79 STREET,Italian,13.0,A,06/27/2016,high income
OSTERIA SERAFINA,MANHATTAN,EAST   58 STREET,Italian,15.0,B,07/11/2017,high income
CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,Mexican,5.0,A,07/25/2016,high income
STARBUCKS,MANHATTAN,BROADWAY,CafÃ©/Coffee/Tea,13.0,A,08/17/2017,high income
PASTICCERIA AMORE D'ITALIA,QUEENS,71 ROAD,Bakery,5.0,A,05/21/2015,medium income
TOASTIES,MANHATTAN,EAST   48 STREET,American,12.0,A,07/24/2015,high income
SUBWAY,MANHATTAN,CHURCH STREET,Sandwiches,13.0,A,08/25/2017,high income
JOHNNY'S BAKERY,BRONX,PROSPECT AVENUE,Bakery,7.0,A,04/29/2015,low income
AROMA ESPRESSO BAR,MANHATTAN,CHURCH STREET,American,8.0,A,04/15/2015,high income
ANGELO BELLINI,MANHATTAN,EAST   53 STREET,Italian,9.0,A,08/07/2014,high income
CARIDAD RESTAURANT,BRONX,GRAND CONCOURSE,Spanish,7.0,A,05/05/2016,low income
XOCHIMILCO FAMILY REST,BRONX,MELROSE AVENUE,Mexican,13.0,A,01/07/2016,low income
RINCONCITO TEPEYAC,BRONX,EAST  138 STREET,Mexican,8.0,A,06/07/2017,low income
RANDOLPH BEER,MANHATTAN,BROOME STREET,American,12.0,A,01/17/2017,high income
BEACH STREET EATERY,MANHATTAN,BEACH STREET,American,12.0,A,10/07/2016,high income
XO RESTAURANT,MANHATTAN,HESTER STREET,Chinese,12.0,A,02/26/2015,high income
MAGNOLIA BAKERY,MANHATTAN,COLUMBUS AVENUE,Bakery,10.0,A,03/24/2017,high income
LA MONEDA RESTAURANT,BRONX,JEROME AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7.0,A,10/05/2016,low income
POCO,MANHATTAN,AVENUE B,Spanish,11.0,A,09/21/2016,medium income
DORIAN CAFE,QUEENS,50 AVENUE,American,12.0,A,03/10/2016,medium income
SUNRISE COFFEE SHOP,QUEENS,PARSONS BOULEVARD,American,12.0,A,03/12/2014,low income
DONOHUE'S STEAK HOUSE,MANHATTAN,LEXINGTON AVENUE,Steak,10.0,A,03/22/2016,high income
CHIRPING CHICKEN,MANHATTAN,AMSTERDAM AVENUE,Chicken,12.0,A,09/24/2014,high income
Z-TWO DINER & LOUNGE,STATEN ISLAND,VETERANS ROAD WEST,American,12.0,A,05/25/2017,medium income
TASTY GRILL,QUEENS,150 STREET,Greek,10.0,A,08/05/2014,medium income
JACOB'S PICKLES,MANHATTAN,AMSTERDAM AVENUE,American,3.0,P,07/30/2015,high income
TERRACE CAFE,BRONX,SOUTHERN BOULEVARD,CafÃ©/Coffee/Tea,8.0,A,05/28/2015,low income
EAST BUFFET & RESTAURANT,QUEENS,MAIN STREET,Chinese,7.0,A,01/26/2016,low income
STARBUCKS COFFEE,MANHATTAN,3 AVENUE,CafÃ©/Coffee/Tea,5.0,A,12/09/2014,high income
WA JEAL,MANHATTAN,2 AVENUE,Chinese,12.0,A,05/25/2016,high income
MBJ CAFETERIA/LAGUARDIA COMMUNITY COLLEGE,QUEENS,THOMSON AVENUE,American,9.0,A,06/16/2016,medium income
THE CREEK AND THE CAVE,QUEENS,JACKSON AVENUE,Mexican,9.0,A,08/04/2014,medium income
GRANO,MANHATTAN,5TH AVE,Italian,5.0,A,10/28/2016,high income
FUNNY BBQ,MANHATTAN,BOWERY,Chinese,12.0,A,11/17/2015,high income
MCDONALD'S,QUEENS,71 AVENUE,Hamburgers,4.0,A,05/13/2015,medium income
THALASSA,MANHATTAN,FRANKLIN STREET,Greek,12.0,A,11/02/2016,high income
MATSU JAPANESE CUISINE,MANHATTAN,COLUMBUS AVENUE,Japanese,20.0,Z,07/05/2017,high income
VISTA SKY LOUNGE & CATERING (SHERATON FOUR POINTS),QUEENS,39 AVENUE,American,11.0,A,08/29/2014,medium income
CASA BELLA,MANHATTAN,MULBERRY STREET,Italian,8.0,A,03/17/2015,high income
TAO RESTAURANT,MANHATTAN,EAST   58 STREET,Asian,6.0,A,04/09/2015,high income
CRIMINAL COURT BLDG CAFETERIA,MANHATTAN,CENTRE STREET,American,9.0,A,02/29/2016,high income
NEW PEKING,BROOKLYN,CLASSON AVENUE,Chinese,17.0,B,03/27/2015,medium income
HIDEAWAY,MANHATTAN,DUANE STREET,American,7.0,P,05/13/2015,high income
BAGEL WORKS,MANHATTAN,FIRST AVENUE,Bagels/Pretzels,7.0,A,07/11/2017,high income
CHECKERS,BRONX,SOUTHERN BOULEVARD,Hamburgers,11.0,A,01/28/2014,low income
MIKE & MAGGIE'S PIZZERIA,QUEENS,149 STREET,Pizza/Italian,8.0,A,04/21/2015,medium income
GEORGE KEELEY,MANHATTAN,AMSTERDAM AVENUE,American,10.0,A,06/20/2016,high income
NANOOSH,MANHATTAN,BROADWAY,Mediterranean,10.0,A,04/25/2017,high income
WING WAGON,BROOKLYN,FLATBUSH AVENUE,American,7.0,A,09/17/2013,medium income
HILL CAFE,BROOKLYN,PUTNAM AVENUE,French,13.0,A,03/15/2017,medium income
DA NICO RESTAURANT,MANHATTAN,MULBERRY STREET,Italian,13.0,A,10/05/2015,high income
THE PATRIOT SALOON,MANHATTAN,CHAMBERS STREET,American,23.0,B,05/24/2017,high income
KENNEDY FRIED CHICKEN,BRONX,GRAND CONCOURSE,American,12.0,A,03/21/2017,low income
KAYLAH'S HUT,BRONX,PROSPECT AVENUE,Caribbean,4.0,Z,08/23/2017,low income
SUBWAY,MANHATTAN,CHURCH STREET,Sandwiches/Salads/Mixed Buffet,7.0,A,04/03/2015,high income
BEIJA-FLOR,QUEENS,29TH ST,Brazilian,12.0,A,10/27/2016,medium income
GOTHAM PIZZA,MANHATTAN,YORK AVENUE,Pizza,10.0,A,02/17/2016,high income
MCDONALD'S,QUEENS,METROPOLITAN AVENUE,Hamburgers,12.0,A,04/18/2017,medium income
MCDONALD'S,BRONX,WEBSTER AVENUE,Hamburgers,5.0,A,03/27/2015,low income
CREATIVE CAKES,MANHATTAN,EAST   74 STREET,American,2.0,A,03/08/2016,high income
DISHES,MANHATTAN,PARK AVENUE,American,12.0,P,03/16/2017,high income
MCDONALD'S,QUEENS,QUEENS BOULEVARD,American,4.0,A,03/13/2017,medium income
BURGER ONE NYC,MANHATTAN,LEXINGTON AVENUE,American,12.0,A,05/18/2015,high income
MAC SHACK,BROOKLYN,FULTON STREET,American,11.0,A,08/23/2016,medium income
MCDONALD'S,BRONX,UNIVERSITY AVENUE,American,10.0,A,11/01/2013,low income
SUBWAY,QUEENS,QUEENS BOULEVARD,Soups & Sandwiches,0.0,A,05/30/2014,medium income
JIMBO'S HAMBURGER PALACE,BRONX,EAST  163 STREET,American,10.0,A,03/31/2015,low income
PANCHO VILLA RESTAURANT,BRONX,JEROME AVENUE,Mexican,14.0,B,07/29/2015,low income
MBJ FOOD SERVICE,QUEENS,THOMPSON AVENUE,American,2.0,A,04/08/2015,medium income
STARBUCKS,MANHATTAN,BROADWAY,American,13.0,A,05/01/2014,high income
THE MILL COFFEE HOUSE,QUEENS,11TH ST,CafÃ©/Coffee/Tea,10.0,A,09/16/2015,medium income
STARBUCKS,MANHATTAN,MAIN STREET,CafÃ©/Coffee/Tea,2.0,A,01/08/2016,medium income
STARBUCKS,MANHATTAN,MAIN STREET,CafÃ©/Coffee/Tea,2.0,A,01/08/2016,low income
LAS PALMAS BAKERY,BRONX,JEROME AVENUE,Bakery,19.0,B,06/26/2014,low income
NEW HING RESTAURANT,BRONX,GRAND AVENUE,Chinese,11.0,A,04/16/2014,low income
DOS TOROS TAQUERIA,MANHATTAN,LEXINGTON AVENUE,Tex-Mex,9.0,A,02/04/2015,high income
BAGELS FOR YOU,QUEENS,QUEENS BOULEVARD,Bagels/Pretzels,13.0,A,04/11/2016,medium income
AITA RESTAURANT/MAYFLOWER,BROOKLYN,GREENE AVENUE,Italian,13.0,A,01/16/2016,medium income
MUZZARELLA PIZZA,MANHATTAN,AVENUE A,Pizza,10.0,A,01/06/2015,medium income
ATOMIC WINGS,MANHATTAN,BROADWAY,Chicken,9.0,A,08/18/2017,high income
HALE & HEARTY SOUP,MANHATTAN,LEXINGTON AVENUE,Soups & Sandwiches,2.0,A,07/18/2016,high income
STARBUCKS,MANHATTAN,LEXINGTON AVENUE,CafÃ©/Coffee/Tea,10.0,A,10/23/2015,high income
JIMBO'S HAMBURGER PLACE,MANHATTAN,FIRST AVENUE,American,9.0,A,03/29/2016,high income
CRUNCH PIT STOP,MANHATTAN,2 AVENUE,"Juice, Smoothies, Fruit Salads",5.0,A,08/25/2017,high income
GNOCCO,MANHATTAN,EAST   10 STREET,Italian,11.0,A,03/06/2017,medium income
MAMA EATERY,MANHATTAN,MULBERRY STREET,American,20.0,B,02/18/2014,high income
GRAPE AND GRAIN,MANHATTAN,EAST    6 STREET,CafÃ©/Coffee/Tea,7.0,A,03/06/2014,medium income
PAPILLON BISTRO & BAR,MANHATTAN,EAST   54 STREET,French,13.0,A,09/15/2016,high income
STARBUCKS,MANHATTAN,EAST  57 STREET,CafÃ©/Coffee/Tea,3.0,A,05/26/2015,high income
VILLA TAPIA RESTAURANT,BRONX,BROOK AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10.0,A,12/08/2015,low income
STARBUCKS,MANHATTAN,BROADWAY,CafÃ©/Coffee/Tea,5.0,A,06/05/2017,high income
NORTH STAR CAFE,BRONX,EAST TREMONT AVENUE,American,7.0,A,11/17/2014,low income
SHANGHAI CHINESE RESTAURANT,MANHATTAN,2 AVENUE,Chinese,12.0,A,10/02/2014,high income
GIOVANNI'S,BRONX,EAST  167 STREET,Pizza,17.0,B,06/11/2015,low income
THE ODEON,MANHATTAN,WEST BROADWAY,French,10.0,A,01/14/2016,high income
KING GRILL RESTAURANT,BRONX,EAST  169 STREET,Spanish,11.0,A,03/15/2017,low income
ROVE,QUEENS,AUSTIN ST,American,2.0,A,12/14/2015,medium income
WRAP N RUN GRILL,MANHATTAN,LEXINGTON AVENUE,American,15.0,B,10/15/2015,high income
SHANGHAI CHINESE RESTAURANT,MANHATTAN,2 AVENUE,Chinese,9.0,A,11/28/2016,high income
PRET A MANGER,MANHATTAN,LEXINGTON AVENUE,Sandwiches,10.0,A,02/02/2016,high income
CINEMART CINEMAS,QUEENS,METROPOLITAN AVENUE,American,11.0,A,03/01/2017,medium income
NEW DAWN RESTAURANT,QUEENS,22 STREET,American,12.0,A,06/08/2016,medium income
GOTHAM PIZZA,MANHATTAN,1 AVENUE,Pizza,23.0,Z,08/16/2017,high income
HOT BIALYS & BAGELS,QUEENS,QUEENS BOULEVARD,Bagels/Pretzels,13.0,A,06/11/2015,medium income
SAPPHIRES EAST,MANHATTAN,EAST   60 STREET,American,9.0,A,11/18/2015,high income
MCDONALD'S,BRONX,BROADWAY,American,10.0,A,07/20/2015,high income
RALPH'S FAMOUS ITALIAN ICES,STATEN ISLAND,AMBOY ROAD,"Ice Cream, Gelato, Yogurt, Ices",12.0,A,04/16/2015,medium income
BEDLAM,MANHATTAN,AVENUE C,American,8.0,A,05/20/2016,medium income
APOTHEKE/CHEMIST,MANHATTAN,DOYERS STREET,American,10.0,A,02/21/2014,high income
MITCHELL'S RESTAURANT,BROOKLYN,VANDERBILT AVENUE,Soul Food,3.0,A,10/17/2015,medium income
BLOCKHEADS,MANHATTAN,WEST   90 STREET,Tex-Mex,2.0,A,06/22/2017,high income
LE COLONIAL,MANHATTAN,EAST   57 STREET,Asian,10.0,A,04/27/2016,high income
UMBERTO'S CLAM HOUSE,MANHATTAN,MULBERRY STREET,Italian,21.0,B,06/21/2016,high income
FORLINIS RESTAURANT,MANHATTAN,BAXTER STREET,Italian,7.0,A,12/08/2016,high income
GOLDEN FUNG WONG BAKERY,MANHATTAN,MOTT STREET,Bakery,10.0,A,02/25/2016,high income
THE GREEK,MANHATTAN,GREENWICH STREET,Greek,12.0,A,06/12/2015,high income
BARKOGI,MANHATTAN,2 AVENUE,Asian,18.0,B,02/17/2016,high income
ELIM DELI CAFE,MANHATTAN,LEXINGTON AVENUE,Delicatessen,7.0,A,08/05/2014,high income
GRAY'S PAPAYA,MANHATTAN,BROADWAY,Hotdogs,7.0,A,01/25/2017,high income
PAMPANO,MANHATTAN,EAST   49 STREET,Mexican,13.0,A,10/15/2014,high income
STARBUCKS,MANHATTAN,BROADWAY,CafÃ©/Coffee/Tea,11.0,A,06/01/2015,high income
AMOR BAKERY NO 2,BRONX,PROSPECT AVENUE,Bakery,11.0,A,02/26/2015,low income
WICHCRAFT,MANHATTAN,GREENWICH STREET,Sandwiches,4.0,A,01/15/2014,high income
DOMINO'S,BRONX,JEROME AVENUE,Pizza,2.0,A,04/27/2017,low income
THE CREEK AND THE CAVE,QUEENS,JACKSON AVENUE,Mexican,3.0,P,04/05/2017,medium income
SUBWAY,MANHATTAN,LEXINGTON AVENUE,Sandwiches,9.0,A,07/28/2016,high income
BOROUGH RESTAURANT,BROOKLYN,FRANKLIN AVENUE,American,5.0,A,05/21/2015,medium income
RIPE JUICE BAR & GRILL,QUEENS,AUSTIN STREET,American,10.0,A,08/16/2017,medium income
MCDONALD'S,BRONX,EAST  170 STREET,Hamburgers,3.0,A,05/19/2016,low income
HOT SHOTZ SPORTS BAR I,STATEN ISLAND,AMBOY ROAD,American,19.0,B,04/16/2015,medium income
JUST SALAD,MANHATTAN,BROADWAY,Salads,6.0,A,07/24/2017,high income
MR. CHOW RESTAURANT,MANHATTAN,EAST   57 STREET,Chinese,9.0,A,02/17/2017,high income
OH HOT BAGELS & CAFE,QUEENS,21ST ST,Delicatessen,5.0,A,12/11/2015,medium income
FAMOUS & FRESH 99Â¢ PIZZA,MANHATTAN,AVENUE A,Pizza/Italian,3.0,A,12/21/2016,medium income
CHUCK E. CHEESE'S,QUEENS,NORTHERN BOULEVARD,Armenian,10.0,A,01/25/2016,medium income
CAFE SPICE,MANHATTAN,GRAND CENTRAL TERMINAL,Indian,2.0,A,04/25/2017,high income
CAFE LUKA,MANHATTAN,1 AVENUE,American,0.0,A,11/23/2015,high income
AMERICAN HERO & SUB'S,QUEENS,44 DRIVE,Sandwiches,9.0,A,04/17/2015,medium income
WALNUT BUS STOP,BRONX,EAST  134 STREET,American,11.0,A,07/28/2015,low income
TOASTIES,MANHATTAN,EAST   51 STREET,American,12.0,A,09/12/2016,high income
PRET A MANGER,MANHATTAN,LEXINGTON AVENUE,American,7.0,A,03/05/2015,high income
HAPPY WOK NO.1,BRONX,SOUTHERN BOULEVARD,Chinese,9.0,A,07/30/2015,low income
GEN RESTAURANT,BROOKLYN,WASHINGTON AVENUE,Japanese,13.0,A,08/01/2015,medium income
SUBWAY,BRONX,BOSTON ROAD,Sandwiches,5.0,A,03/18/2016,low income
SARABETH'S,MANHATTAN,GREENWICH STREET,American,5.0,A,01/16/2015,high income
ROSSY'S BAKERY & COFFEE SHOP,MANHATTAN,EAST    3 STREET,Spanish,12.0,A,12/08/2015,medium income
NEW COUNTRY HOUSE,BROOKLYN,FULTON STREET,American,9.0,A,06/14/2016,medium income
16 HANDLES,MANHATTAN,AMSTERDAM AVENUE,"Ice Cream, Gelato, Yogurt, Ices",2.0,A,08/13/2014,high income
UMBERTO'S CLAM HOUSE,MANHATTAN,MULBERRY STREET,Italian,12.0,A,11/12/2015,high income
SUBWAY,BRONX,EAST TREMONT AVENUE,American,12.0,A,12/07/2016,low income
LE PAIN QUOTIDIEN,MANHATTAN,EAST   77 STREET,Sandwiches,7.0,A,09/06/2016,high income
MAGNOLIA BAKERY,MANHATTAN,EAST   42 STREET,Bakery,8.0,A,09/16/2014,high income
BURGER KING,BRONX,JEROME AVENUE,Hamburgers,12.0,A,08/24/2015,low income
SUBWAY,MANHATTAN,BROADWAY,Sandwiches,4.0,A,04/07/2016,high income
PAPILLON BISTRO & BAR,MANHATTAN,EAST   54 STREET,French,12.0,A,10/15/2014,high income
CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,Mexican,4.0,A,07/26/2016,high income
H & H MIDTOWN BAGELS EAST,MANHATTAN,2 AVENUE,Bagels/Pretzels,6.0,A,04/18/2017,high income
STAGE DOOR DELI,MANHATTAN,VESEY STREET,Delicatessen,11.0,A,12/02/2016,high income
MANETTA'S RISTORANTE,QUEENS,JACKSON AVENUE,Italian,2.0,A,05/03/2017,medium income
MORSO,MANHATTAN,EAST   59 STREET,Italian,12.0,A,05/16/2017,high income
TEA SHOP 168 & BAKERY,QUEENS,MAIN STREET,Chinese,12.0,A,04/06/2015,low income
DOMINO'S,BRONX,EAST  167 STREET,Pizza,10.0,A,02/01/2016,low income
LA GIOCONDA,MANHATTAN,EAST   53 STREET,Italian,9.0,A,04/09/2015,high income
MADISON RESTAURANT,MANHATTAN,1 AVENUE,American,2.0,A,08/28/2014,high income
CORRADO BREAD AND PASTRY,MANHATTAN,LEXINGTON AVENUE,CafÃ©/Coffee/Tea,9.0,A,02/10/2017,high income
THE LOFT AT ARIANA'S GRAND,STATEN ISLAND,ARTHUR KILL ROAD,Italian,7.0,A,06/01/2016,medium income
MCDONALD'S,BRONX,EAST TREMONT AVENUE,Hamburgers,13.0,A,03/17/2016,low income
SOBA TOTTO,MANHATTAN,EAST   43 STREET,Japanese,9.0,A,12/21/2016,high income
BAR COASTAL,MANHATTAN,1 AVENUE,American,7.0,A,11/09/2016,high income
NINJA RESTAURANT,MANHATTAN,HUDSON STREET,Japanese,12.0,A,02/06/2015,high income
PIACERE,MANHATTAN,BROOME STREET,Italian,12.0,A,06/30/2014,high income
LATIN BAKERY,QUEENS,MAIN STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12.0,A,04/14/2016,low income
NAYA MEZZE & GRILL,MANHATTAN,2 AVENUE,Middle Eastern,4.0,A,09/15/2015,high income
YOLI RESTAURANT,MANHATTAN,EAST    3 STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.0,A,05/09/2014,medium income
WAFELS & DINGES,MANHATTAN,AVENUE B,American,10.0,A,03/17/2016,medium income
BERGEN BAGELS,BROOKLYN,FULTON STREET,Bagels/Pretzels,13.0,A,08/03/2017,medium income
HOTEL PIERRE-MAIN KITCHEN,MANHATTAN,EAST   61 STREET,American,6.0,A,07/29/2014,high income
TAMARIND TRIBECA,MANHATTAN,HUDSON STREET,Indian,13.0,A,03/10/2016,high income
BROTHER'S RESTAURANT,BRONX,MORRIS AVENUE,Chinese,9.0,A,12/28/2016,low income
ODESSA,MANHATTAN,AVENUE A,American,9.0,A,06/22/2015,medium income
THE PRESS BOX,MANHATTAN,2 AVENUE,American,17.0,B,10/28/2014,high income
STARBUCKS,MANHATTAN,AVENUE OF THE AMERICAS,CafÃ©/Coffee/Tea,2.0,A,11/24/2015,high income
THE PASTELILLOS HOUSE & DELI,BRONX,EAST  138 STREET,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2.0,A,05/30/2017,low income
MACCHIATO ESPRESSO BAR,MANHATTAN,FIFTH AVENUE,CafÃ©/Coffee/Tea,13.0,A,05/30/2014,high income
PARADISE CAFE NY RESTAURANT,BRONX,OGDEN AVENUE,Spanish,10.0,A,09/07/2016,low income
ANOTHEROOM,MANHATTAN,WEST BROADWAY,American,7.0,A,02/20/2014,high income
SHUN LEE PALACE RESTAURANT,MANHATTAN,EAST   55 STREET,Chinese,10.0,A,11/07/2016,high income
INSOMNIA COOKIES,MANHATTAN,2 AVENUE,Bakery,7.0,A,09/15/2014,high income
LE PAIN QUOTIDIEN,MANHATTAN,WEST   72 STREET,Sandwiches,7.0,A,05/20/2016,high income
CHOP'T,MANHATTAN,EAST   52 STREET,Salads,11.0,A,03/22/2016,high income
LIC MARKET,QUEENS,44 DRIVE,CafÃ©/Coffee/Tea,9.0,A,01/22/2015,medium income
CON EDISON/ THE LEARNING CENTER,QUEENS,VERNON BOULEVARD,American,4.0,A,02/11/2015,medium income
SUN SAI GAI RESTAURANT,MANHATTAN,CANAL STREET,Chinese,12.0,A,05/22/2017,high income
KENNEDY CHICKEN &SANDWICHES,BRONX,EAST  167 STREET,Chicken,9.0,A,05/09/2014,low income
NEW SUN MARY BAKERY,QUEENS,41 ROAD,Bakery,13.0,A,06/27/2017,low income
CATALDO'S RESTAURANT,BROOKLYN,VANDERBILT AVENUE,Italian,10.0,A,01/05/2015,medium income
THE MUFFIN CAFE,MANHATTAN,COLUMBUS AVENUE,CafÃ©/Coffee/Tea,21.0,B,01/11/2017,high income
THE NEW AMITY RESTAURANT,MANHATTAN,MADISON AVENUE,American,8.0,A,01/26/2015,high income
LA DOLCE PASTRY SHOPPE,STATEN ISLAND,ROSSVILLE AVENUE,Bakery,9.0,A,03/22/2017,medium income
LE PAIN QUOTIDIEN,MANHATTAN,WEST   72 STREET,Sandwiches,9.0,A,04/30/2015,high income
IMPERIAL BIKER BAR,BROOKLYN,FRANKLIN AVENUE,American,10.0,A,10/21/2016,medium income
AGRA RESTAURANT,MANHATTAN,LEXINGTON AVENUE,Indian,28.0,C,03/08/2017,high income
BEACH STREET EATERY,MANHATTAN,BEACH STREET,American,7.0,A,04/10/2015,high income
PIER 72 RESTAURANT,MANHATTAN,WEST   72 STREET,American,11.0,A,08/21/2015,high income
WILMER HALE,MANHATTAN,WORLD TRADE CENTER,American,2.0,A,08/21/2015,high income
KEATS RESTAURANT,MANHATTAN,2 AVENUE,American,6.0,A,07/22/2014,high income
CASCARINO'S,QUEENS,10 AVENUE,Italian,11.0,A,09/04/2014,medium income
AMSTERDAM GOURMET,MANHATTAN,AMSTERDAM AVENUE,Delicatessen,6.0,A,08/23/2017,high income
LEXINGTON BRASS,MANHATTAN,LEXINGTON AVENUE,American,13.0,A,04/09/2015,high income
CARLOW EAST,MANHATTAN,LEXINGTON AVENUE,American,12.0,A,02/11/2014,high income
MAC SHACK,BROOKLYN,FULTON STREET,American,12.0,A,02/01/2016,medium income
SEAFOOD  CITY,BRONX,CITY ISLAND AVENUE,Seafood,11.0,A,12/13/2016,medium income
EL VALLE RESTAURANT,BRONX,WESTCHESTER AVENUE,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",13.0,A,10/23/2014,low income
BAR BOULUD,MANHATTAN,BROADWAY,French,13.0,A,05/02/2016,high income
HILL CAFE,BROOKLYN,PUTNAM AVENUE,French,12.0,A,02/13/2016,medium income
STARBUCKS,MANHATTAN,VARICK STREET,CafÃ©/Coffee/Tea,10.0,A,12/22/2016,high income
TIGRE'S PIZZA & RESTAURANT,BRONX,EAST  174 STREET,American,5.0,A,03/27/2015,low income
NOI DUE,MANHATTAN,WEST   69 STREET,Jewish/Kosher,5.0,A,08/13/2015,high income
DESI GALLI,MANHATTAN,AVENUE B,Indian,2.0,A,04/05/2017,medium income
PANDA,QUEENS,YELLOWSTONE BLVD,Chinese,10.0,A,08/17/2017,medium income
CHIPOTLE MEXICAN GRILL,MANHATTAN,BROADWAY,Mexican,8.0,A,09/25/2014,high income
JOHNNY'S PIZZA RESTAURANT,BRONX,EAST  180 STREET,Pizza,11.0,A,12/01/2016,low income
HING WONG RESTAURANT,BRONX,WESTCHESTER AVENUE,Chinese,11.0,A,06/08/2016,low income
TOOKER ALLEY,BROOKLYN,WASHINGTON AVENUE,American,6.0,A,08/09/2016,medium income
